WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
734,SWZ,NGDP_RPCH,Eswatini,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.811,6.902,1.439,-0.547,2.481,1.924,18.584,10.016,7.571,9.408,9.859,1.76,3.227,3.106,2.401,4.826,3.842,3.103,2.604,2.951,1.76,1.055,4.38,3.88,3.624,5.999,5.992,4.435,0.822,1.565,3.794,2.247,5.397,3.861,0.923,2.227,1.063,2.027,2.369,2.704,-1.56,7.883,2.409,1.789,2.113,2.255,2.348,2.345,2020
734,SWZ,NGDP,Eswatini,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Updated methodology has been applied to the series. Prior to 2000, the data are adjusted using previous historical data as proxies to produce smooth series with the use of splicing technique. Historical data are updated on a continual basis as more information becomes available. Prior to 1990, trade data are calculated from external sector statistics. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2011 Chain-weighted: No Primary domestic currency: Swazi lilangeni Data last updated: 09/2022",0.588,0.7,0.775,0.818,0.927,1.106,1.451,1.692,2.242,2.638,3.2,3.546,4.064,4.89,5.755,7.008,7.861,9.017,9.939,10.782,12.062,13.279,15.097,16.624,17.894,20.211,22.287,24.443,27.213,30.339,32.497,35.002,40.118,44.39,48.001,51.791,56.132,58.689,61.768,64.965,65.588,70.123,75.176,80.314,86.48,92.535,99.102,106.082,2020
734,SWZ,NGDPD,Eswatini,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.754,0.798,0.714,0.734,0.628,0.497,0.635,0.831,0.986,1.006,1.237,1.285,1.425,1.497,1.621,1.932,1.83,1.957,1.797,1.764,1.739,1.544,1.436,2.198,2.774,3.177,3.293,3.465,3.298,3.596,4.438,4.826,4.887,4.6,4.426,4.061,3.815,4.407,4.665,4.495,3.984,4.744,4.669,4.873,5.153,5.402,5.657,5.925,2020
734,SWZ,PPPGDP,Eswatini,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.01,1.182,1.273,1.316,1.397,1.469,1.777,2.003,2.231,2.536,2.89,3.041,3.211,3.389,3.544,3.793,4.011,4.207,4.365,4.557,4.742,4.9,5.195,5.503,5.855,6.401,6.994,7.501,7.708,7.879,8.276,8.638,8.922,9.465,9.634,9.73,9.698,9.457,9.913,10.363,10.324,11.601,12.725,13.414,13.985,14.566,15.192,15.849,2020
734,SWZ,NGDP_D,Eswatini,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",6.178,6.888,7.517,7.979,8.817,10.327,11.421,12.104,14.912,16.041,17.71,19.287,21.413,24.989,28.719,33.361,36.037,40.093,43.069,45.382,49.893,54.355,59.2,62.755,65.185,69.459,72.266,75.89,83.801,91.989,94.93,100,108.748,115.853,124.133,131.016,140.504,143.986,148.034,151.596,155.476,154.078,161.297,169.291,178.516,186.803,195.47,204.443,2020
734,SWZ,NGDPRPC,Eswatini,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","16,762.84","17,315.32","16,966.69","16,296.82","16,129.09","15,878.92","18,191.74","19,344.47","20,132.96","21,345.04","22,767.19","22,541.82","22,686.04","22,844.87","22,880.00","23,486.95","23,907.74","24,191.25","24,586.62","25,075.13","25,279.76","25,311.55","26,179.56","26,949.89","27,676.69","29,076.83","30,548.30","31,625.27","31,652.69","31,915.41","32,888.19","33,387.37","34,939.90","36,033.77","36,112.44","36,660.79","36,795.14","37,284.00","37,793.01","38,434.27","37,434.29","39,957.80","40,487.20","40,775.17","41,196.14","41,679.08","42,206.10","42,738.43",2017
734,SWZ,NGDPRPPPPC,Eswatini,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,889.41","4,017.60","3,936.70","3,781.28","3,742.36","3,684.31","4,220.95","4,488.41","4,671.36","4,952.59","5,282.57","5,230.28","5,263.74","5,300.59","5,308.74","5,449.57","5,547.21","5,612.99","5,704.72","5,818.07","5,865.55","5,872.93","6,074.33","6,253.06","6,421.70","6,746.57","7,087.98","7,337.87","7,344.23","7,405.19","7,630.90","7,746.72","8,106.95","8,360.75","8,379.01","8,506.24","8,537.41","8,650.84","8,768.94","8,917.73","8,685.71","9,271.23","9,394.06","9,460.88","9,558.56","9,670.61","9,792.89","9,916.40",2017
734,SWZ,NGDPPC,Eswatini,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,035.68","1,192.69","1,275.33","1,300.31","1,422.10","1,639.77","2,077.67","2,341.41","3,002.19","3,423.91","4,032.18","4,347.70","4,857.86","5,708.73","6,570.90","7,835.48","8,615.70","9,699.04","10,589.27","11,379.64","12,612.78","13,757.98","15,498.35","16,912.53","18,041.03","20,196.47","22,076.01","24,000.28","26,525.42","29,358.60","31,220.70","33,387.37","37,996.57","41,746.16","44,827.32","48,031.44","51,698.54","53,683.59","55,946.37","58,264.72","58,201.44","61,566.17","65,304.44","69,028.73","73,541.61","77,857.84","82,500.32","87,375.83",2017
734,SWZ,NGDPDPC,Eswatini,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,329.79","1,359.20","1,174.42","1,167.16",963.592,736.012,909.797,"1,149.96","1,320.95","1,305.67","1,558.18","1,574.78","1,703.47","1,747.48","1,851.22","2,160.27","2,005.25","2,105.17","1,914.24","1,861.50","1,818.67","1,599.21","1,473.72","2,235.68","2,797.02","3,174.59","3,262.22","3,402.16","3,214.49","3,479.71","4,263.91","4,603.20","4,628.13","4,325.84","4,133.65","3,766.46","3,513.80","4,031.06","4,225.74","4,031.72","3,535.09","4,164.80","4,056.18","4,188.60","4,381.64","4,544.96","4,709.74","4,880.00",2017
734,SWZ,PPPPC,Eswatini,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,780.33","2,012.99","2,094.34","2,090.43","2,143.58","2,177.06","2,544.38","2,772.53","2,987.29","3,291.33","3,642.00","3,727.90","3,837.25","3,955.70","4,046.41","4,240.84","4,395.87","4,524.69","4,650.40","4,809.63","4,958.73","5,076.83","5,332.76","5,598.03","5,903.33","6,396.46","6,927.52","7,365.56","7,513.32","7,624.23","7,951.05","8,239.45","8,450.02","8,901.07","8,997.31","9,023.53","8,932.24","8,650.84","8,978.42","9,294.10","9,161.38","10,185.31","11,053.99","11,529.27","11,892.71","12,255.74","12,646.98","13,054.31",2017
734,SWZ,NGAP_NPGDP,Eswatini,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,SWZ,PPPSH,Eswatini,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.008,0.008,0.008,0.008,0.008,0.008,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,2020
734,SWZ,PPPEX,Eswatini,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.582,0.592,0.609,0.622,0.663,0.753,0.817,0.845,1.005,1.04,1.107,1.166,1.266,1.443,1.624,1.848,1.96,2.144,2.277,2.366,2.544,2.71,2.906,3.021,3.056,3.157,3.187,3.258,3.53,3.851,3.927,4.052,4.497,4.69,4.982,5.323,5.788,6.206,6.231,6.269,6.353,6.045,5.908,5.987,6.184,6.353,6.523,6.693,2020
734,SWZ,NID_NGDP,Eswatini,Total investment,Percent of GDP,,"Source: National Statistics Office. Updated methodology has been applied to the series. Prior to 2000, the data are adjusted using previous historical data as proxies to produce smooth series with the use of splicing technique. Historical data are updated on a continual basis as more information becomes available. Prior to 1990, trade data are calculated from external sector statistics. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2011 Chain-weighted: No Primary domestic currency: Swazi lilangeni Data last updated: 09/2022",75.658,59.179,59.134,71.833,64.144,52.003,34.939,31.864,45.398,45.694,37.323,37.885,37.932,33.877,33.078,27.698,28.242,27.375,39.192,28.33,23.54,23.692,21.411,19.289,19.371,17.352,16.474,16.039,15.698,15.381,14.482,12.896,11.825,12.221,12.595,12.515,12.84,12.831,13.25,13.57,12.264,14.073,17.34,17.108,16.881,16.784,16.766,16.85,2020
734,SWZ,NGSD_NGDP,Eswatini,Gross national savings,Percent of GDP,,"Source: National Statistics Office. Updated methodology has been applied to the series. Prior to 2000, the data are adjusted using previous historical data as proxies to produce smooth series with the use of splicing technique. Historical data are updated on a continual basis as more information becomes available. Prior to 1990, trade data are calculated from external sector statistics. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2011 Chain-weighted: No Primary domestic currency: Swazi lilangeni Data last updated: 09/2022",19.114,12.025,6.787,10.216,10.263,11.293,15.805,18.35,26.162,24.242,41.426,41.559,35.085,29.622,33.192,26.159,25.4,27.235,34.001,26.463,20.901,24.276,23.73,23.357,21.945,14.122,10.5,14.15,8.678,3.809,5.734,7.056,16.85,23.061,24.164,25.482,20.713,19.076,14.595,17.398,18.933,16.569,16.578,17.192,17.739,18.742,18.297,18.136,2020
734,SWZ,LUR,Eswatini,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,SWZ,LE,Eswatini,Employment,Persons,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,SWZ,LP,Eswatini,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2017 Primary domestic currency: Swazi lilangeni Data last updated: 09/2022,0.567,0.587,0.608,0.629,0.652,0.675,0.698,0.722,0.747,0.771,0.794,0.816,0.837,0.857,0.876,0.894,0.912,0.93,0.939,0.947,0.956,0.965,0.974,0.983,0.992,1.001,1.01,1.018,1.026,1.033,1.041,1.048,1.056,1.063,1.071,1.078,1.086,1.093,1.104,1.115,1.127,1.139,1.151,1.163,1.176,1.189,1.201,1.214,2017
734,SWZ,GGR,Eswatini,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: FY2020/21 Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t/t+1) = CY(t) Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares;Loans;Other Primary domestic currency: Swazi lilangeni Data last updated: 09/2022,0.156,0.136,0.184,0.186,0.221,0.243,0.256,0.337,0.428,0.584,0.756,0.816,0.911,0.982,1.177,1.454,1.704,2.039,2.275,2.646,2.825,3.111,3.426,3.908,4.842,5.499,8.031,7.994,9.514,9.253,6.985,7.489,12.178,12.91,14.099,14.595,14.334,16.785,15.684,17.793,19.289,17.986,19.388,20.817,23.151,25.292,27.076,28.974,2021
734,SWZ,GGR_NGDP,Eswatini,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,20.418,15.471,18.213,16.521,17.906,17.868,16.522,18.751,19.985,21.027,23.013,22.201,21.33,19.23,19.395,20.14,20.907,22.05,22.415,23.837,22.846,22.654,22.133,23.07,26.21,26.527,35.182,31.805,33.986,29.965,21.087,20.641,29.568,28.505,28.805,27.603,25.249,28.23,25.068,27.323,28.91,25.196,25.357,25.431,26.31,26.855,26.849,26.833,2021
734,SWZ,BCA,Eswatini,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2021 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Swazi lilangeni Data last updated: 09/2022",-0.13,-0.081,-0.114,-0.107,-0.077,-0.038,0.011,0.066,0.095,0.077,0.051,0.047,-0.041,-0.064,0.002,-0.03,-0.052,-0.003,-0.093,-0.033,-0.046,0.009,0.033,0.089,0.071,-0.103,-0.197,-0.065,-0.231,-0.416,-0.388,-0.282,0.246,0.499,0.512,0.527,0.3,0.275,0.063,0.172,0.266,0.118,-0.036,0.004,0.044,0.106,0.087,0.076,2021
734,SWZ,BCA_NGDPD,Eswatini,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-17.191,-10.182,-15.946,-14.567,-12.334,-7.726,1.695,7.892,9.644,7.66,4.103,3.674,-2.847,-4.255,0.114,-1.538,-2.842,-0.14,-5.192,-1.868,-2.639,0.584,2.319,4.068,2.574,-3.23,-5.974,-1.889,-7.02,-11.572,-8.748,-5.84,5.026,10.84,11.569,12.967,7.873,6.245,1.345,3.828,6.67,2.496,-0.761,0.084,0.858,1.959,1.53,1.286,2020
644,ETH,NGDP_R,Ethiopia,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: FY2020/21 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs. Data refer to fiscal years (July/June). Data for 2011 represent fiscal year 2010/11. Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Start/end months of reporting year: July/June Base year: FY2015/16 Chain-weighted: No Primary domestic currency: Ethiopian birr Data last updated: 09/2022,219.962,219.962,222.076,239.499,233.979,207.275,227.365,258.901,260.388,259.198,265.941,246.746,224.767,254.803,263.686,279.827,317.695,326.719,313.045,332.747,365.481,392.527,398.807,390.432,436.113,491.063,547.536,612.145,680.705,748.775,828.146,922.554,"1,002.82","1,102.10","1,215.61","1,342.04","1,449.40","1,597.38","1,720.42","1,875.89","1,989.52","2,114.16","2,195.34","2,311.47","2,454.77","2,621.42","2,804.39","3,000.44",2021
644,ETH,NGDP_RPCH,Ethiopia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.997,--,0.961,7.845,-2.305,-11.413,9.693,13.87,0.574,-0.457,2.602,-7.218,-8.907,13.363,3.486,6.121,13.533,2.84,-4.185,6.294,9.838,7.4,1.6,-2.1,11.7,12.6,11.5,11.8,11.2,10,10.6,11.4,8.7,9.9,10.3,10.4,8,10.21,7.703,9.037,6.057,6.265,3.84,5.29,6.199,6.789,6.98,6.991,2021
644,ETH,NGDP,Ethiopia,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: FY2020/21 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs. Data refer to fiscal years (July/June). Data for 2011 represent fiscal year 2010/11. Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Start/end months of reporting year: July/June Base year: FY2015/16 Chain-weighted: No Primary domestic currency: Ethiopian birr Data last updated: 09/2022,15.287,15.686,16.505,18.347,17.336,20.302,21.089,22.543,23.36,24.575,26.071,28.831,30.42,39.022,41.447,49.576,55.87,57.874,55.655,59.8,67.128,68.554,67.067,73.992,87.416,107.349,132.669,173.297,250.133,337.609,385.943,515.079,747.326,866.921,"1,060.83","1,297.96","1,568.10","1,832.79","2,200.12","2,690.75","3,374.35","4,341.39","5,925.21","8,253.54","10,903.50","13,633.70","16,555.83","19,890.57",2021
644,ETH,NGDPD,Ethiopia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",7.385,7.578,7.973,8.863,8.375,9.808,10.188,10.89,11.285,11.872,12.595,13.928,14.696,9.143,8.135,7.887,8.794,8.621,7.815,7.515,8.167,8.103,7.828,8.604,10.122,12.387,15.31,19.329,26.25,28.672,26.887,30.48,42.221,46.544,54.165,63.081,72.12,76.841,80.207,92.608,96.611,99.269,111.181,126.186,140.047,156.811,175.401,192.093,2021
644,ETH,PPPGDP,Ethiopia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.496,11.489,12.316,13.803,13.971,12.768,14.287,16.672,17.359,17.957,19.113,18.334,17.081,19.823,20.952,22.701,26.245,27.455,26.602,28.675,32.21,35.373,36.499,36.437,41.793,48.535,55.786,64.054,72.594,80.366,89.953,102.289,112.533,122.434,148.487,167.119,194.652,215.094,237.196,263.259,282.569,312.75,347.847,379.298,411.264,447.346,487.681,531.87,2021
644,ETH,NGDP_D,Ethiopia,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",6.95,7.131,7.432,7.661,7.409,9.795,9.276,8.707,8.971,9.481,9.803,11.684,13.534,15.315,15.718,17.717,17.586,17.714,17.779,17.972,18.367,17.465,16.817,18.951,20.044,21.861,24.23,28.31,36.746,45.088,46.603,55.832,74.523,78.661,87.267,96.716,108.19,114.737,127.883,143.438,169.606,205.348,269.9,357.068,444.176,520.089,590.354,662.922,2021
644,ETH,NGDPRPC,Ethiopia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,409.17","6,258.23","6,143.05","6,422.00","6,074.27","5,209.68","5,534.12","6,102.74","5,942.95","5,725.17","5,681.69","5,095.99","4,486.70","4,917.85","4,925.83","5,066.54","5,583.54","5,580.71","5,201.86","5,381.98","5,755.61","6,001.48","5,932.87","5,472.69","5,958.08","6,538.79","7,106.00","7,743.18","8,474.82","9,175.50","9,988.29","10,951.72","11,717.05","12,674.25","13,759.54","14,951.32","15,893.13","17,239.93","18,275.47","19,613.22","20,473.65","21,205.00","21,672.44","22,459.55","23,476.28","24,675.23","25,981.84","27,360.40",2021
644,ETH,NGDPRPPPPC,Ethiopia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",863.024,842.7,827.19,864.751,817.929,701.508,745.194,821.762,800.245,770.92,765.065,686.199,604.155,662.211,663.286,682.232,751.849,751.469,700.455,724.709,775.02,808.127,798.888,736.923,802.283,880.479,956.855,"1,042.66","1,141.17","1,235.52","1,344.97","1,474.70","1,577.76","1,706.65","1,852.79","2,013.26","2,140.08","2,321.44","2,460.88","2,641.01","2,756.87","2,855.35","2,918.29","3,024.28","3,161.19","3,322.63","3,498.58","3,684.20",2021
644,ETH,NGDPPC,Ethiopia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",445.418,446.289,456.552,491.959,450.065,510.271,513.321,531.366,533.149,542.821,557,595.438,607.234,753.151,774.261,897.629,981.918,988.546,924.818,967.236,"1,057.14","1,048.15",997.728,"1,037.15","1,194.26","1,429.42","1,721.80","2,192.08","3,114.17","4,137.06","4,654.87","6,114.54","8,731.87","9,969.71","12,007.52","14,460.31","17,194.72","19,780.63","23,371.20","28,132.89","34,724.59","43,544.00","58,493.80","80,195.94","104,276.01","128,333.12","153,384.73","181,378.04",2021
644,ETH,NGDPDPC,Ethiopia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",215.178,215.599,220.557,237.661,217.423,246.507,247.981,256.699,257.56,262.233,269.082,287.651,293.35,176.465,151.965,142.808,154.564,147.254,129.859,121.551,128.621,123.892,116.452,120.601,138.282,164.937,198.696,244.495,326.82,351.341,324.285,361.829,493.321,535.264,613.101,702.767,790.82,829.313,852.011,968.253,994.197,995.67,"1,097.58","1,226.10","1,339.34","1,476.05","1,625.04","1,751.65",2021
644,ETH,PPPPC,Ethiopia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",305.828,326.878,340.688,370.105,362.7,320.91,347.759,392.976,396.181,396.63,408.348,378.641,340.966,382.589,391.396,411.017,461.252,468.968,442.052,463.803,507.238,540.823,542.972,510.742,570.968,646.269,724.001,810.241,903.805,984.8,"1,084.92","1,214.29","1,314.85","1,408.01","1,680.73","1,861.84","2,134.42","2,321.44","2,519.66","2,752.47","2,907.85","3,136.87","3,433.96","3,685.47","3,933.14","4,210.84","4,518.22","4,850.02",2021
644,ETH,NGAP_NPGDP,Ethiopia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,ETH,PPPSH,Ethiopia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.078,0.077,0.077,0.082,0.076,0.065,0.069,0.076,0.073,0.07,0.069,0.063,0.051,0.057,0.057,0.059,0.064,0.063,0.059,0.061,0.064,0.067,0.066,0.062,0.066,0.071,0.075,0.08,0.086,0.095,0.1,0.107,0.112,0.116,0.135,0.149,0.168,0.176,0.183,0.194,0.213,0.213,0.215,0.221,0.227,0.235,0.243,0.252,2021
644,ETH,PPPEX,Ethiopia,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1.456,1.365,1.34,1.329,1.241,1.59,1.476,1.352,1.346,1.369,1.364,1.573,1.781,1.969,1.978,2.184,2.129,2.108,2.092,2.085,2.084,1.938,1.838,2.031,2.092,2.212,2.378,2.705,3.446,4.201,4.291,5.036,6.641,7.081,7.144,7.767,8.056,8.521,9.276,10.221,11.942,13.881,17.034,21.76,26.512,30.477,33.948,37.397,2021
644,ETH,NID_NGDP,Ethiopia,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: FY2020/21 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs. Data refer to fiscal years (July/June). Data for 2011 represent fiscal year 2010/11. Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Start/end months of reporting year: July/June Base year: FY2015/16 Chain-weighted: No Primary domestic currency: Ethiopian birr Data last updated: 09/2022,15.749,15.3,15.497,13.74,18.744,12.057,17.9,16.785,22.784,15.69,13.81,11.516,10.594,16.389,17.47,12.352,17.515,13.393,15.194,15.203,20.217,21.528,22.838,21.006,25.05,22.384,23.914,20.781,21.244,24.677,25.524,32.108,37.098,34.081,37.982,39.417,37.349,38.444,34.163,35.264,30.752,28.023,22.239,22.409,22.194,21.925,21.992,21.716,2021
644,ETH,NGSD_NGDP,Ethiopia,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: FY2020/21 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs. Data refer to fiscal years (July/June). Data for 2011 represent fiscal year 2010/11. Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Start/end months of reporting year: July/June Base year: FY2015/16 Chain-weighted: No Primary domestic currency: Ethiopian birr Data last updated: 09/2022,5.005,6.009,5.17,5.427,8.091,5.916,7.301,5.564,10.196,8.191,7.151,4.951,6.554,7.484,9.228,13.486,12.23,10.034,12.527,7.396,15.662,19.05,15.578,16.425,24.312,18.382,12.874,16.406,18.627,15.653,23.476,31.463,30.629,28.109,30.319,31.396,31.093,30.256,32.33,29.913,26.582,25.168,18.342,18.382,18.907,19.357,19.092,18.553,2021
644,ETH,LUR,Ethiopia,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,ETH,LE,Ethiopia,Employment,Persons,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,ETH,LP,Ethiopia,Population,Persons,Millions,Source: International Financial Institution. Human Development Indicators Latest actual data: FY2020/21 Primary domestic currency: Ethiopian birr Data last updated: 09/2022,34.32,35.148,36.151,37.294,38.52,39.786,41.084,42.424,43.815,45.273,46.807,48.42,50.096,51.812,53.531,55.23,56.898,58.544,60.179,61.826,63.5,65.405,67.22,71.342,73.197,75.1,77.053,79.056,80.321,81.606,82.912,84.238,85.586,86.955,88.347,89.76,91.196,92.656,94.138,95.644,97.175,99.701,101.296,102.917,104.564,106.237,107.937,109.664,2021
644,ETH,GGR,Ethiopia,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: FY2020/21 Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Start/end months of reporting year: July/June GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Nonfinancial Public Corporation; Valuation of public debt: Nominal value Instruments included in gross and net debt: Loans;Shares and Other Equity;Insurance Technical Reserves;Other Accounts Receivable/Payable;Monetary Gold and SDRs Primary domestic currency: Ethiopian birr Data last updated: 09/2022,1.623,1.826,2.053,2.434,2.548,2.955,3.249,3.248,4.103,4.698,3.544,3.17,2.751,3.657,4.926,7.045,8.063,9.032,9.374,10.532,11.222,12.804,12.813,15.871,17.918,20.147,24.251,29.381,39.705,54.627,66.237,85.611,115.659,137.192,158.078,199.609,244.819,270.214,287.562,344.937,394.966,478.888,534.646,831.142,"1,124.47","1,458.82","1,791.95","2,142.30",2021
644,ETH,GGR_NGDP,Ethiopia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,10.933,11.988,12.808,13.66,15.132,14.987,15.865,14.837,18.087,19.687,13.998,11.321,9.313,9.652,12.239,14.633,14.861,16.176,17.484,18.27,16.718,18.678,19.105,21.449,20.498,18.768,18.279,16.954,15.874,16.181,17.162,16.621,15.476,15.825,14.901,15.379,15.613,14.743,13.07,12.819,11.705,11.031,9.023,10.07,10.313,10.7,10.824,10.77,2021
644,ETH,BCA,Ethiopia,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: FY2020/21 Notes: Data refer to fiscal years (July/June), for example, data for 2019 represent fiscal year 2018/2019. BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: Ethiopian birr Data last updated: 09/2022",-0.226,-0.195,-0.298,-0.186,-0.229,0.102,-0.197,-0.102,-0.293,-0.164,-0.144,-0.299,0.005,0.007,-0.088,0.194,0.027,-0.023,-0.042,-0.528,-0.202,-0.11,-0.314,-0.104,-0.382,-0.913,-1.793,-1.19,-1.481,-2.341,-1.202,-0.205,-2.769,-2.764,-4.288,-7.239,-7.867,-6.499,-5.233,-4.934,-4.444,-3.169,-4.754,-5.605,-4.973,-4.226,-5.339,-6.358,2021
644,ETH,BCA_NGDPD,Ethiopia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.062,-2.571,-3.738,-2.094,-2.74,1.036,-1.932,-0.935,-2.592,-1.384,-1.145,-2.143,0.036,0.072,-1.082,2.458,0.302,-0.264,-0.537,-7.027,-2.473,-1.352,-4.011,-1.212,-3.777,-7.374,-11.71,-6.156,-5.643,-8.164,-4.471,-0.674,-6.559,-5.939,-7.916,-11.476,-10.908,-8.457,-6.525,-5.328,-4.6,-3.192,-4.276,-4.442,-3.551,-2.695,-3.044,-3.31,2021
