,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood
141,Rihanna,Loud (Japan Version),Only Girl (In The World),2ENexcMEMsYk0rVJigVD3i,0.789,0.706,11,-4.233,0,0.0429,1.71e-05,0.0586,0.638,125.911,235493,4,Energetic
142,Daddy Yankee,Con Calma,Con Calma,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.652,0,0.0593,1.94e-06,0.0574,0.656,93.989,193227,4,Energetic
143,Ava Max,Million Dollar Baby,Million Dollar Baby,3pPN20syOYvbUuEiBpbenI,0.667,0.858,2,-2.268,0,0.0926,1.47e-05,0.325,0.641,133.039,184295,4,Energetic
144,Dua Lipa,Don't Start Now,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0,0.0952,0.677,123.941,183290,4,Energetic
145,Ed Sheeran,÷ (Deluxe),Galway Girl,0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0.0,0.327,0.781,99.943,170827,4,Energetic
146,MEDUZA,Paradise,Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,0.632,0.595,8,-7.644,0,0.0401,0.0,0.209,0.435,124.114,167903,4,Energetic
147,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1,-4.878,1,0.102,0.0,0.0608,0.479,124.111,183726,4,Energetic
148,Demi Lovato,Demi,Heart Attack,1V6gIisPpYqgFeWbMLI0bA,0.504,0.785,8,-4.802,1,0.104,0.0,0.239,0.502,173.968,210840,4,Energetic
149,The Wanted,Battleground (Deluxe Edition),Glad You Came,5yDL13y5giogKs2fSNf7sj,0.722,0.851,7,-3.873,0,0.0639,0.0,0.108,0.452,126.885,197936,4,Energetic
150,Rihanna,Good Girl Gone Bad: Reloaded,Disturbia,2VOomzT6VavJOGBeySqaMc,0.707,0.813,11,-4.515,0,0.0571,0.0,0.168,0.722,124.921,238627,4,Energetic
151,Train,California 37,Drive By,0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1,-3.113,0,0.032,1.06e-05,0.0801,0.721,122.028,195973,4,Energetic
152,Ed Sheeran,÷ (Deluxe),Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,1.14e-05,0.14,0.471,135.007,261154,4,Energetic
153,will.i.am,#willpower,Scream & Shout,2iJuuzV8P9Yz0VSurttIV5,0.772,0.685,5,-6.849,1,0.0696,8.96e-05,0.131,0.501,130.033,283400,4,Energetic
154,ATB,Your Love (9PM),Your Love (9PM),5YaskwnGDZFDRipaqzbwQx,0.669,0.784,7,-5.603,1,0.112,6.28e-06,0.115,0.517,125.993,150053,4,Energetic
155,Ava Max,Heaven & Hell,My Head & My Heart,1KixkQVDUHggZMU9dUobgm,0.614,0.934,9,-3.709,0,0.07,0.0,0.121,0.436,116.001,174760,4,Energetic
156,Avicii,True,Hey Brother,4lhqb6JvbHId48OUJGwymk,0.545,0.78,7,-4.867,0,0.0436,4.64e-05,0.0828,0.458,125.014,255093,4,Energetic
157,Flo Rida,Wild Ones,Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,0.608,0.86,5,-5.324,0,0.0554,0.0,0.262,0.437,127.075,232947,4,Energetic
158,Kesha,Warrior (Expanded Edition),Die Young,7EQGXaVSyEDsCWKmUcfpLk,0.711,0.7,1,-4.805,0,0.046,0.000125,0.215,0.801,128.001,211920,4,Energetic
159,Pitbull,Global Warming: Meltdown (Deluxe Version),Feel This Moment (feat. Christina Aguilera),0Hf4aIJpsN4Os2f0y0VqWl,0.673,0.758,7,-3.632,1,0.158,0.0,0.341,0.542,135.956,229507,4,Energetic
160,Calvin Harris,My Way,My Way,1vvNmPOiUuyCbgWmtc6yfm,0.818,0.913,4,-3.06,0,0.0426,3.69e-05,0.161,0.536,119.986,219160,4,Energetic
161,Dua Lipa,Future Nostalgia,Physical,3AzjcOeAmA57TIOr9zF1ZW,0.647,0.844,0,-3.756,1,0.0457,0.000658,0.102,0.746,146.967,193829,4,Energetic
162,Ava Max,Maybe You’re The Problem,Maybe You’re The Problem,0sb8ClU3CLoNblxkpmOKzA,0.53,0.835,9,-3.69,1,0.11,0.0,0.0637,0.471,166.02,190319,4,Energetic
163,Owl City,The Midsummer Station,Good Time,1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3,-4.269,1,0.14,6.98e-06,0.371,0.682,126.05,205933,4,Energetic
164,Topic,Breaking Me,Breaking Me,3H7ihDc1dqLriiWXwsc2po,0.789,0.72,8,-5.652,0,0.218,0.0,0.129,0.664,122.031,166794,4,Energetic
165,Ed Sheeran,=,Overpass Graffiti,4btFHqumCO31GksfuBLLv3,0.52,0.849,9,-3.794,0,0.186,0.0,0.119,0.774,175.908,236907,4,Energetic
166,P!nk,Raise Your Glass,Raise Your Glass,1gv4xPanImH17bKZ9rOveR,0.7,0.709,7,-5.006,1,0.0838,0.0,0.029,0.624,122.019,202960,4,Energetic
167,Ariana Grande,My Everything (Deluxe),Break Free,12KUFSHFgT0XCoiSlvdQi4,0.687,0.702,7,-5.324,0,0.0455,4.35e-05,0.204,0.284,129.956,214840,4,Energetic
168,Mabel,Ivy To Roses (Mixtape),Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,0.674,0.881,9,-2.853,1,0.147,3.01e-06,0.0793,0.234,98.994,178480,4,Energetic
169,Rihanna,Talk That Talk,We Found Love,0U10zFw4GlBacOy9VDGfGL,0.735,0.766,1,-4.485,1,0.0383,0.00138,0.108,0.6,127.985,215227,4,Energetic
170,Flo Rida,Wild Ones,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.00286,0.306,0.684,128.011,248133,4,Energetic
171,Chris Brown,Forever,Forever,3NZJlJemX3mzjf56MqC5ML,0.672,0.82,11,-4.456,1,0.0459,0.000188,0.184,0.438,120.005,278573,4,Energetic
172,Lady Gaga,Chromatica,Rain On Me (with Ariana Grande),7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,9,-3.764,1,0.0397,0.0,0.323,0.646,123.056,182200,4,Energetic
173,Shawn Mendes,Handwritten,Stitches,5jsw9uXEGuKyJzs0boZ1bT,0.752,0.754,1,-6.684,1,0.0615,0.0,0.0486,0.755,149.789,206880,4,Energetic
174,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0.228,4.82e-06,0.0642,0.617,95.881,212500,4,Energetic
175,Ariana Grande,My Everything (Deluxe),Problem,7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0.153,8.83e-06,0.159,0.625,103.008,193920,4,Energetic
176,P!nk,Funhouse (Expanded Edition),So What,0JiY190vktuhSGN6aqJdrt,0.534,0.87,11,-3.078,0,0.0425,0.0,0.241,0.462,126.019,215160,4,Energetic
177,Joel Corry,BED,BED,0siYMEsGrzzzlWLXK5zJfS,0.671,0.782,6,-4.593,1,0.0341,0.00221,0.333,0.618,123.989,178088,4,Energetic
178,Flo Rida,Only One Flo (Part 1),Club Can't Handle Me (feat. David Guetta),6ebkx7Q5tTxrCxKq4GYj0Y,0.616,0.869,0,-3.911,1,0.0327,0.0,0.064,0.473,127.966,234560,4,Energetic
179,Mark Ronson,Version,Valerie (feat. Amy Winehouse) - Version Revisited,6kopmMZiyLmw7h66uXcXR7,0.699,0.83,1,-4.898,1,0.0633,0.00024,0.0995,0.889,105.809,219413,4,Energetic
180,Jonas Blue,Blue,Perfect Strangers,3P3pw6C19j31Rnzgo3JG7o,0.73,0.861,1,-4.1,1,0.0451,0.0,0.213,0.704,117.965,196613,4,Energetic
181,Camila Cabello,Don't Go Yet,Don't Go Yet,1058fW9H3fZA6QjYCdOBad,0.666,0.796,10,-6.967,0,0.103,0.0,0.0442,0.61,110.108,164842,4,Energetic
182,Madonna,Confessions on a Dance Floor,Hung Up,3850dYVgOFIXJh5U4BFEWH,0.649,0.647,9,-7.695,0,0.0452,0.161,0.0686,0.405,125.02,337733,4,Energetic
183,Loud Luxury,Body,Body,21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,1,0.038,9.44e-05,0.0543,0.582,121.958,163216,4,Energetic
184,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.068,0,0.0523,0.0,0.18,0.742,101.965,251088,4,Energetic
185,OneRepublic,Run,Run,2UbVnbE5FH6008mAm6Mmgw,0.682,0.72,11,-8.173,0,0.0381,0.0,0.148,0.673,117.003,169011,4,Energetic
186,Little Mix,Glory Days (Expanded Edition),Shout Out to My Ex,0ErK6K0kYr0Ow2RkPMhmMs,0.773,0.747,5,-4.061,1,0.0885,8.99e-06,0.109,0.801,126.014,246240,4,Energetic
187,Bruno Mars,Doo-Wops & Hooligans,Marry You,22PMfvdz35fFKYnJyMn077,0.621,0.82,10,-4.865,1,0.0367,0.0,0.104,0.452,144.905,230192,4,Energetic
188,Katy Perry,Teenage Dream: The Complete Confection,Part Of Me,1nZzRJbFvCEct3uzu04ZoL,0.678,0.918,5,-4.63,1,0.0355,0.0,0.0744,0.769,130.028,216160,4,Energetic
189,One Direction,Take Me Home (Expanded Edition),Live While We're Young,6Vh03bkEfXqekWp7Y1UBRb,0.663,0.857,2,-2.16,1,0.0544,0.0,0.144,0.931,126.039,200213,4,Energetic
190,Nathan Evans,Wellerman (Sea Shanty / 220 KID x Billen Ted Remix),Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,3iw6V4LH7yPj1ESORX9RIN,0.722,0.893,0,-3.255,0,0.0475,0.000937,0.0673,0.439,119.932,116750,4,Energetic
191,Hot Shade,Dive,Dive,2aXC0fD6qziwlOZZqhCqTd,0.654,0.787,4,-4.999,1,0.0502,0.0,0.144,0.409,123.979,164490,4,Energetic
192,Joel Corry,What Would You Do?,What Would You Do?,1D2ZNECRd7KIlA4pyOUGsv,0.687,0.895,9,-2.983,1,0.0474,0.00592,0.121,0.686,124.041,174215,4,Energetic
193,Zara Larsson,So Good,Never Forget You,6hmhG1b4LEyNuashVvuIAo,0.583,0.732,11,-5.728,0,0.0457,9.86e-06,0.269,0.276,145.992,213428,4,Energetic
194,Taylor Swift,1989,Shake It Off,5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7,-5.414,1,0.165,0.0,0.148,0.943,160.015,219200,4,Energetic
195,Shawn Mendes,Shawn Mendes (Deluxe),If I Can't Have You,2bT1PH7Cw3J9p3t7nlXCdh,0.691,0.823,2,-4.197,1,0.0623,0.0,0.134,0.87,123.935,191467,4,Energetic
196,Little Mix,Get Weird (Expanded Edition),Black Magic,6rmXhRIemCTPyMYZRDN7Qg,0.776,0.875,4,-5.535,1,0.0575,0.0,0.314,0.849,111.988,211786,4,Energetic
197,Madism,Pumped Up Kicks,Pumped Up Kicks,3Dzso9Q2WwupEclqgxBZht,0.669,0.687,0,-4.753,1,0.043,1.6e-05,0.308,0.386,123.903,145161,4,Energetic
198,Katy Perry,Teenage Dream,The One That Got Away,6hkOqJ5mE093AQf2lbZnsG,0.691,0.795,1,-4.021,0,0.0355,1.02e-06,0.156,0.876,133.971,227333,4,Energetic
199,One Direction,Take Me Home (Expanded Edition),Kiss You,4My8w8AA1JpG6E5SiAPvJL,0.637,0.93,4,-2.632,1,0.0511,0.0,0.452,0.886,90.014,182867,4,Energetic
200,Patrickananda,คนไกล,คนไกล,63VOJDNJ3a5dve74kzWVcF,0.638,0.193,9,-12.366,1,0.0357,0,0.316,0.55,140.118,212571,4,Relaxing
201,Whatcharawale,Legend,ร่มสีเทา,6z56u8jPSSroDFrJVD5cMf,0.556,0.749,4,-6.008,1,0.245,0,0.209,0.787,169.555,223107,4,Relaxing
202,MEAN,ถ้าเธอฟังอยู่ (Acoustic Version),ถ้าเธอฟังอยู่ - Acoustic Version,6Jth2ftkKxLghaEheLP6Q0,0.503,0.263,7,-9.195,1,0.0416,0,0.11,0.655,112.916,184235,5,Relaxing
203,Billkin,แปลรักฉันด้วยใจเธอ (The Original Soundtrack),โคตรพิเศษ - From แปลรักฉันด้วยใจเธอ,4oQTocMZdjXkVz6GaPw7Gz,0.513,0.469,7,-8.166,1,0.0411,0,0.118,0.433,177.886,237772,4,Relaxing
204,Pearpilincys,คนโปรด,คนโปรด,4libBwHoKbN8smuGbE8u4p,0.714,0.444,0,-11.383,1,0.0821,0,0.184,0.304,119.972,176902,4,Relaxing
205,พัด Vorapat,ตั้งใจรัก (happy accident),ตั้งใจรัก (happy accident),6LXKd4e0i2EPLh86GWvWOE,0.445,0.331,3,-9.974,1,0.0353,0,0.375,0.439,174.168,155862,3,Relaxing
206,Whatcharawale,Legend,น้อย,1LOAgM7DIxdprmoaoo990N,0.697,0.356,9,-9.217,1,0.15,1.18e-05,0.127,0.601,66.995,235600,4,Relaxing
207,Two Popetorn,Two,ถ้าหาก,0fAdOy2NW5Bj6UIJbnpvgR,0.677,0.703,7,-8.051,1,0.0356,0,0.339,0.604,92.014,223627,4,Relaxing
208,Barcode Tinnasit Isarapongporn,เพลงนี้ชื่อว่าเธอ (From KinnPorsche The Series),เพลงนี้ชื่อว่าเธอ (From KinnPorsche The Series),0qKYQGK62HSNiSih00ySjL,0.636,0.435,10,-9.137,1,0.0494,3.56e-05,0.14,0.737,179.91,239333,4,Relaxing
209,Patrickananda,Oasis,Oasis,0h48eAfbK0dlgnTf3x1lmK,0.609,0.302,6,-8.7,1,0.0322,0,0.105,0.426,131.636,200000,4,Relaxing
210,พัด Vorapat,วิวโปรดของฉันคือเธอ (my favourite view),วิวโปรดของฉันคือเธอ - my favourite view,3R0boyEM4f5JTPWW4axjKx,0.674,0.255,11,-12.685,1,0.0341,0,0.0926,0.445,94.994,147789,4,Relaxing
211,เขียนไขและวานิช,EP,แก้มน้องนางนั้นแดงกว่าใคร,41WbVejY0dMv9GdeLqsCMN,0.469,0.166,9,-18.08,1,0.0339,0.12,0.13,0.197,95.616,319692,4,Relaxing
212,Various Artists,Music is forever vol.2 BOSSA VACAY,Event,4RH90C098o1YD0CLRRmWNB,0.486,0.526,4,-8.348,1,0.17,5.73e-05,0.139,0.547,199.837,198381,4,Relaxing
213,Basketband,รอ,รอ,72hhTWu9CZwZan3iC3U3DS,0.839,0.431,11,-8.471,1,0.0475,0.000306,0.0709,0.794,103.015,216161,4,Relaxing
214,AUTTA,วันอากาศดีๆ ที่ไม่มีเธออยู่,วันอากาศดีๆ ที่ไม่มีเธออยู่,6IaPZShzsKS2rV4rlu2SFD,0.513,0.159,8,-12.421,1,0.0422,2.16e-05,0.111,0.214,142.15,256000,3,Relaxing
215,Marc Tatchapon,ยังคิดถึง...(Same),ยังคิดถึง...(Same),5iJdKDzXgQhxCs3zoxoQMi,0.686,0.41,7,-9.356,1,0.0314,0,0.119,0.534,135.005,201872,4,Relaxing
216,พัด Vorapat,ฮีลใจ (Heal jai),ฮีลใจ - Heal jai,5hCxU9ojL9nMioF4VdT4Km,0.441,0.215,11,-14.786,1,0.0382,1.72e-06,0.124,0.376,171.757,206860,4,Relaxing
217,FLUKIE,ระยะหัวใจ,ระยะหัวใจ,1ZvxQC3jxMuceMdoFo0Cor,0.647,0.323,1,-12.908,1,0.0349,0.000494,0.141,0.731,85.017,183301,4,Relaxing
218,Room 39,Restart,Restart,3ZnR6deU4JTxg2tT1jzMpH,0.715,0.472,2,-8.942,1,0.0455,0,0.0895,0.435,78.009,274615,4,Relaxing
219,Kamin Kingsak,โรงอาหาร (Canteen),โรงอาหาร (Canteen),4vAN681BRgElt1Vwr76awL,0.72,0.417,11,-8.124,1,0.0374,0,0.157,0.924,118.371,237750,4,Relaxing
220,Hers,ยังคงคอย,ยังคงคอย,7tFrJ1JPTVmQKVU5XlGQdb,0.784,0.268,2,-14.39,1,0.0311,0.000571,0.111,0.569,91.991,241000,4,Relaxing
221,เขียนไขและวานิช,EP,หนีห่าง,1KBSLNnG1ULzLBiUGe4qzE,0.474,0.127,3,-18.782,1,0.0357,0.0139,0.108,0.315,116.586,224607,4,Relaxing
222,GUNGUN,วาฬเกยตื้น,วาฬเกยตื้น,6LQf6ErCI7vw7KGKRP11zP,0.645,0.624,11,-6.523,1,0.039,0,0.13,0.78,200.143,226000,4,Relaxing
223,BRIGHT,เพลงประกอบซีรีส์ Good Old Days ร้านซื้อขายความทรงจำ,ระหว่างทาง (Good Time) - เพลงประกอบซีรีส์ Good Old Days ร้านซื้อขายความทรงจำ,4FreerZPFJkNpQqhL2cSCA,0.469,0.285,1,-8.209,1,0.0292,6.77e-06,0.111,0.338,74.077,244000,4,Relaxing
224,Whal & Dolph,Rayon,รอให้เธอบอก,0r7l0cA27fy29MmGU8k1bO,0.58,0.341,2,-7.623,1,0.0268,1.23e-06,0.163,0.13,114.034,278637,3,Relaxing
225,Stamp,"Million Ways To Write, Pt. 1",คนที่คุณก็รู้ว่าใคร,6IQPDzc5uTSNPmQzzW06Wi,0.722,0.679,6,-7.073,1,0.0248,1.62e-05,0.17,0.846,100.026,215600,4,Relaxing
226,The 38 Years Ago,จริงๆนะ,จริงๆนะ,3y7wWYnla4CN0dhqUkvLER,0.67,0.51,7,-9.329,1,0.0277,2.7e-05,0.079,0.635,90.132,210598,4,Relaxing
227,spsalola,นะครับ (ได้ไหม) [Acoustic Version],นะครับ (ได้ไหม) - Acoustic Version,51GuxG7BsdZ0MRR3CgbhFp,0.495,0.0573,4,-18.463,1,0.0742,1.46e-05,0.0947,0.293,180.37,249649,4,Relaxing
228,เขียนไขและวานิช,Windfolk,ภาพฝันในจักรวาล,0hcYrBeyrq1b6m8PIQTQqo,0.448,0.167,6,-16.215,0,0.0327,0.0616,0.342,0.192,108.655,316720,4,Relaxing
229,Various Artists,All You Need is Love 3,กะทันหัน,71rZCPjOAU8WBlXYPHNgRu,0.736,0.585,9,-7.578,1,0.03,0,0.108,0.731,95.013,280779,4,Relaxing
230,Whal & Dolph,PAR-K,ฝากไว้กับดาว,5PMJyQr4nI8L78r6TXumeU,0.766,0.698,6,-7.664,1,0.0339,0.00243,0.224,0.725,113.086,281000,4,Relaxing
231,First Anuwat,ส่งเพลงนี้มาบอกฝันดี (See You In My Dreams),ส่งเพลงนี้มาบอกฝันดี - See You In My Dreams,3qWSUZsTAS2Al3f0uAENUC,0.784,0.299,5,-10.654,1,0.0467,0,0.104,0.518,99.084,130909,4,Relaxing
232,Lula,Urban Lullaby,ทะเลสีดำ,3JZQmfiIzj1G8jLi6GnL2Y,0.695,0.313,7,-10.007,1,0.0281,0.0147,0.122,0.379,107.107,227187,4,Relaxing
233,ACTART,นอกจากชื่อฉัน (Acoustic Version),นอกจากชื่อฉัน - Acoustic Version,6tm1yZpgRjf7QttTUbSWwU,0.561,0.315,3,-6.554,1,0.0391,0,0.113,0.361,174.016,262283,4,Relaxing
234,รวมศิลปิน เพลงประกอบละคร,เพลงฮอต ละครฮิต Vol.1,ที่รัก - เพลงประกอบละคร เกมร้าย เกมรัก,6jxO5eRdBJa153LVGbXogp,0.732,0.522,2,-8.976,1,0.0297,0,0.0852,0.61,100.018,226733,4,Relaxing
235,Paradox,Daydreamer,คนบนฟ้า,4SxDgCqkrZzU0uhteCNpUy,0.776,0.617,7,-8.534,1,0.0308,3.52e-05,0.0964,0.839,120.065,190560,4,Relaxing
236,Chilling Sunday,RETOUCH,ฉันคิด,7yls0YWUMiGDwyvGxTAl9v,0.725,0.204,8,-12.949,1,0.0358,1.22e-05,0.112,0.308,117.85,248000,4,Relaxing
237,Whal & Dolph,PAR-K,ฉันดีใจที่ได้พบเธอ,0n2V4J157Ag61Rr1bWkiTG,0.396,0.13,4,-16.825,1,0.033,0.00147,0.103,0.318,152.561,169375,4,Relaxing
238,โหด มัน หวาน,แล้วแต่ความรัก,แล้วแต่ความรัก,3IHKC61m1RhwR4Y7slV1SP,0.776,0.388,7,-8.343,1,0.0299,0,0.337,0.751,92.981,214016,4,Relaxing
239,Pijika,Pijika Limited,อยู่ๆก็มาปรากฏตัวในหัวใจ,04X75Vj2R7xYJ7YwYFDmQH,0.753,0.606,0,-7.51,1,0.0382,0,0.155,0.25,117.936,197210,3,Relaxing
240,SIN,สุขสันต์วันลา (Wish),สุขสันต์วันลา (Wish),3NQzwoZk2ADhCu0z26I15g,0.806,0.507,9,-7.164,1,0.0301,0.000284,0.433,0.725,104.963,168500,4,Relaxing
241,Singto Numchok,อยู่ต่อเลยได้ไหม,อยู่ต่อเลยได้ไหม,5SHmOMXMKzHnqY28BzuleV,0.603,0.539,11,-6.941,0,0.0949,0,0.215,0.748,175.988,226200,4,Relaxing
242,Season Five,Season Five,วู่วาม - Unreleased Version,2nAUhnLMltzWOHCnjAUsGd,0.678,0.556,8,-6.718,1,0.0312,0.000227,0.117,0.373,92.017,265747,4,Relaxing
243,ซันนี่ สุวรรณเมธานนท์,เพลงประกอบละคร รักฉุดใจนายฉุกเฉิน,Love Message - เพลงประกอบละคร รักฉุดใจนายฉุกเฉิน,6F9yDb4e33URT8BaO3Gw6s,0.761,0.282,0,-13.825,1,0.0845,3.65e-05,0.136,0.398,95.965,245000,4,Relaxing
244,Whatcharawale,Old Single,Old Single,5INsfl9b4NWqnMV78hrEJ6,0.711,0.583,7,-6.24,1,0.0663,0,0.329,0.578,130.002,190443,4,Relaxing
245,นนน กรภัทร์,YOUniverse (จักรวาลเธอ),YOUniverse (จักรวาลเธอ),5wnvPLqq3sTR3GmVmUqEwu,0.619,0.513,5,-9.419,1,0.0341,6.09e-05,0.101,0.364,148.002,264345,4,Relaxing
246,SCRUBB,ชุดเล็ก,ทุกอย่าง,5X2L1tJl8F1rVgQRX3GKf2,0.701,0.633,9,-9.247,1,0.028,6e-05,0.285,0.649,101.972,216867,4,Relaxing
247,Various Artists,MUSIC MOST WANTED,ให้ฉันดูแลเธอ - เพลงประกอบละคร ผู้ใหญ่ลีกับนางมา,1R9yHz1Wl8k2ZkABypxzv5,0.68,0.671,10,-9.462,1,0.0251,0.00019,0.102,0.789,94.038,220353,4,Relaxing
248,D Gerrard,คำมั่น (feat. Ammy The Bottom Blues) [Acoustic Version],คำมั่น (feat. Ammy The Bottom Blues) - Acoustic Version,3pLVogUFG73ZeurrR5VaSQ,0.477,0.337,3,-10.208,0,0.0465,0,0.128,0.395,141.337,280539,4,Relaxing
249,Tattoo Colour,ตรงแนวๆ,แค่นั้นจริงๆ,1spvoOdn3qeRGPvrfFSvC8,0.8,0.41,7,-7.913,1,0.0657,0,0.315,0.666,111.838,239507,4,Relaxing
250,Room 39,Restart,รักตัวเอง,3HSJSPm0Umw6n24495DkD4,0.756,0.727,7,-5.64,1,0.0479,0,0.0774,0.916,92.007,219130,4,Relaxing
251,Earn Piyada,เพลงของเธอ,ยังอยากรู้ - ฤดูฝน Version,0UehujaeAmM9ZL1gma6yzr,0.572,0.334,7,-6.812,1,0.0732,2.38e-05,0.118,0.366,204.293,222893,4,Relaxing
252,sarah salola,นะนะได้ไหม,นะนะได้ไหม,4dAiAXGzovVFyaIOZHs0OT,0.506,0.151,0,-14.125,0,0.0648,0,0.115,0.509,173.574,201379,3,Relaxing
253,ฟลุ๊ค กวิน,เพลงประกอบซีรีส์ DARK BLUE KISS จูบสุดท้ายเพื่อนายคนเดียว,ต่อให้เป็นจูบสุดท้าย - เพลงประกอบซีรีส์ DARK BLUE KISS จูบสุดท้ายเพื่อนายคนเดียว,3wt0Z3Xxx6IRsQe8ukBWBY,0.645,0.284,7,-11.864,1,0.0285,0,0.0598,0.511,91.925,228913,4,Relaxing
254,Various Artists,GRAMMY HOT Single Vol.13,ทุ้มอยู่ในใจ - เพลงประกอบภาพยนตร์ SuckSeed ห่วยขั้นเทพ,2QdnOdFCgShcyRryCcTsWe,0.708,0.344,10,-7.429,1,0.0276,0,0.113,0.557,109.012,252027,4,Relaxing
255,Paradox,The Journey Of Paradox,ดาว,2wFTZ07LlFE93Z7AfzysIo,0.7,0.396,4,-10.278,1,0.0277,2.17e-05,0.102,0.582,113.948,212467,4,Relaxing
256,Marc Tatchapon,อีกครั้ง (Acoustic),อีกครั้ง - Acoustic,2wRHhcO3maj6N7IVkqYRku,0.481,0.203,8,-11.049,1,0.0318,0.00339,0.281,0.26,123.21,248000,4,Relaxing
257,ดูโอเมย์,เมาทุกขวดเจ็บปวดทุกเพลง,เมาทุกขวดเจ็บปวดทุกเพลง,4UTLVvuFzeS752EdjHd3yz,0.734,0.37,8,-8.557,1,0.0425,0.000358,0.105,0.533,92.237,183212,4,Relaxing
258,ampersand,เพลงประกอบภาพยนตร์ วอน(เธอ),ดวงใจ - เพลงประกอบภาพยนตร์ วอน(เธอ),2ahCSaKTmwG0Uq1IOpjgq9,0.735,0.178,1,-12.076,1,0.0349,0,0.362,0.556,84.839,224471,4,Relaxing
259,Various Artists,BOYFRIENDS,เหงาแหละ (First Time Lonely),7Ax43OS0HUPRYjrXWYPqHe,0.702,0.426,7,-10.209,1,0.0537,9.51e-05,0.285,0.405,77.984,231538,4,Relaxing
260,Buddha Bless,BUDDHA BLESS BAD COLLECTION,ลืมไปก่อน,6Rpj87GuuE59nij1NVmpzD,0.533,0.644,1,-5.79,0,0.0776,0,0.117,0.755,199.96,217973,4,Relaxing
261,Whal & Dolph,Rayon,หากมันจะสายเกินไป,7IjOfWwy4AHy7sWHnVujeJ,0.645,0.831,9,-5.323,1,0.0396,0,0.165,0.733,90.025,225750,4,Relaxing
262,drg.,ก่อนที่เราบอกลา (Extra Time) [feat. Almondeptt],ก่อนที่เราบอกลา (Extra Time) [feat. Almondeptt],6poEJZG6sS30zHfy3Vt1p8,0.394,0.298,5,-11.554,1,0.0275,1.95e-06,0.103,0.426,77.482,273625,4,Relaxing
263,GUNGUN,ร้องไห้เพราะคนโง่,ร้องไห้เพราะคนโง่,0IkjbLNMaAxf3tpSLjxu6p,0.565,0.607,3,-10.643,1,0.0361,0,0.105,0.784,204.05,274118,4,Relaxing
264,SCRUBB,ชุดเล็ก,See Scape,0wjk3saGOQN1DS8LIrqjPi,0.887,0.578,0,-8.722,1,0.0309,0.0111,0.117,0.935,129.953,261867,4,Relaxing
265,sarah salola,เอาใจลงไปเล่น (Acoustic Ver.),เอาใจลงไปเล่น - Acoustic Ver.,4T25hNYHAnc6rwwRWn0Qgc,0.768,0.286,7,-10.574,0,0.0986,0,0.197,0.692,96.958,204742,4,Relaxing
266,โอ้ รุจาภา,เกินจะบอก,เกินจะบอก,2oOp45xH2ZxYAj8DDWd3LR,0.779,0.477,5,-7.648,1,0.0569,0,0.145,0.33,88.111,211927,4,Relaxing
267,Atom Chanakan,อ้าว (folk pop),อ้าว (folk pop),5i9on3V3H0bqfys76Nrve0,0.88,0.437,9,-11.856,1,0.0396,6.7e-06,0.0877,0.714,105.007,239263,4,Relaxing
268,Various Artists,LAZY LOVE SONGS,การเปลี่ยนแปลง,5pcd4Fx4C1xLPRmRczSPoc,0.458,0.823,11,-5.161,1,0.0725,5.47e-05,0.206,0.695,183.922,287571,4,Relaxing
269,pluto.,รับบทเป็น,รับบทเป็น,31aDVkAjpVsQqFpoUisYYP,0.698,0.455,10,-9.125,1,0.0468,0,0.208,0.414,146.163,245342,4,Relaxing
270,Various Artists,Guitar Summer,ไม่รู้,4YTV4RiswSxLmMZraNpcVZ,0.7,0.263,0,-14.102,1,0.0298,0.00706,0.103,0.301,98.02,225027,4,Relaxing
